action_index,action_type,travel_mode,start_x,start_y,end_x,end_y,length,cutting_unit_id,segment_id,low_clearance_collision_penalty,collision_penalty,boundary_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,stability_penalty_delta,released_parts_before,released_parts_after,unstable_parts_before,unstable_parts_after,unstable_part_ids_before,unstable_part_ids_after,processed_segments_before,processed_segments_after
37,travel,low_clearance,5.0,5.0,5.0,305.0,300.0,collinear_edge:1344:left|2145:left,,0.0,0.0,0.0,0,0.0,0,0.0,300.0,0.0,3,3,0,0,,,52,52
38,cut,low_clearance,5.0,305.0,5.0,891.0,586.0,collinear_edge:1344:left|2145:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,52,53
39,cut,low_clearance,5.0,891.0,298.0,891.0,293.0,shared_edge:1111:bottom|1344:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,53,55
40,travel,low_clearance,298.0,891.0,314.0,893.0,16.1245154965971,single:482:top,,0.0,0.0,0.0,0,0.0,0,0.0,16.12451549659704,0.0,3,3,0,0,,,55,55
41,cut,low_clearance,314.0,893.0,620.5,893.0,306.5,single:482:top,482:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,55,56
42,cut,low_clearance,620.5,893.0,620.5,875.0,18.0,shared_edge:482:right|507:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,56,58
43,cut,low_clearance,620.5,875.0,943.5,875.0,323.0,shared_edge:347:top|507:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,58,60
44,cut,low_clearance,943.5,875.0,943.5,905.0,30.0,shared_edge:45:left|507:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,60,62
45,cut,low_clearance,943.5,905.0,943.5,1159.0,254.0,shared_edge:252:left|507:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,62,63
46,cut,low_clearance,943.5,1159.0,620.5,1159.0,323.0,single:507:top,507:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,4,0,0,,,63,64
47,travel,low_clearance,620.5,1159.0,620.5,875.0,284.0,shared_edge:347:left|482:right,,0.0,0.0,0.0,0,0.0,0,0.0,284.0,0.0,4,4,0,0,,,64,64
48,cut,low_clearance,620.5,875.0,620.5,591.0,284.0,shared_edge:347:left|482:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,64,65
49,travel,low_clearance,620.5,591.0,648.5,585.0,28.635642126552703,shared_edge:1489:right|2347:left,,0.0,0.0,0.0,0,0.0,0,0.0,28.63564212655274,0.0,4,4,0,0,,,65,65
50,cut,low_clearance,648.5,585.0,648.5,298.0,287.0,shared_edge:1489:right|2347:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,65,67
51,cut,low_clearance,648.5,298.0,648.5,289.0,9.0,shared_edge:2347:left|251:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,67,68
